ClusterID,Token,Weight
1,employ,0.0007263519779456435
1,invader,0.001021685246185927
1,virus,0.0007263519779456435
1,bacteria,0.001452703955891287
1,event,0.0027679654540482762
1,decade,0.001452703955891287
1,target,0.002035281621976148
1,B7-H1,0.003065055738557781
1,PD-1,0.0167060954927498
1,pathway,0.002687541066431258
1,anti-PD,0.001452703955891287
1,response-to,0.001021685246185927
1,toxicity,0.0021790559338369306
1,profile,0.0034481496776428795
1,stem,0.0005535930908096553
1,action,0.001021685246185927
1,deficiency,0.0007263519779456435
1,Tumor_Microenvironment,0.00258611225823216
1,term,0.0011071861816193105
1,lead,0.0016607792724289657
1,approval,0.001452703955891287
1,indication,0.001021685246185927
1,facilitate,0.001452703955891287
1,article,0.001021685246185927
1,goal,0.001452703955891287
1,pressure,0.001452703955891287
1,class,0.00129305612911608
1,bind,0.0016607792724289657
1,mutation,0.0032738590130515434
1,mutate,0.0005535930908096553
1,peptide,0.001021685246185927
1,relevance,0.002043370492371854
1,neoantigen,0.006537167801510792
1,MHC-I,0.001021685246185927
1,cytotoxic,0.015325278692788906
1,frugality,0.001021685246185927
1,mark,0.0011071861816193105
1,metabolism,0.0005535930908096553
1,challenge,0.0005165196451387434
1,alteration,0.001733219477497876
1,cycle,0.001021685246185927
1,recognition,0.0021790559338369306
1,route,0.0011071861816193105
1,independency,0.003065055738557781
1,carcinogenesis,0.001021685246185927
1,sequencing,0.0010078278999117217
1,pattern,0.0005165196451387434
1,aberration,0.0005535930908096553
1,Stomach_Neoplasms,0.013281908200417051
1,translate,0.001452703955891287
1,phenotype,0.0006718852666078145
1,library,0.00043101870970535994
1,consist,0.001021685246185927
1,engineer,0.0007263519779456435
1,organoid,0.001021685246185927
1,line,0.0027679654540482762
1,r-spondin,0.001021685246185927
1,Genetic_Testing,0.0007263519779456435
1,association,0.0006718852666078145
1,CDH1,0.001021685246185927
1,TP53,0.00043101870970535994
1,compound,0.0007263519779456435
1,knockout,0.001021685246185927
1,xenografte,0.0007263519779456435
1,feasibility,0.0021790559338369306
1,wnt-dependent,0.001021685246185927
1,abnormality,0.0008620374194107199
1,Stem_Cell_Niche,0.001021685246185927
1,highlight,0.00129305612911608
1,validity,0.001021685246185927
1,screening,0.001021685246185927
1,Neoplasm_Residual-Directed,0.001021685246185927
1,retain,0.001021685246185927
1,Neoplasm_Residual,0.005108426230929635
1,relapse,0.0007263519779456435
1,insight,0.0017240748388214397
1,biology,0.0016607792724289657
1,Base_Sequence,0.0021790559338369306
1,BRAF,0.013281908200417051
1,xenograft,0.0033215585448579314
1,MEK-inhibition,0.001021685246185927
1,co-occurr,0.0007263519779456435
1,MRDs,0.001021685246185927
1,PDXs,0.001021685246185927
1,exhibit,0.0011071861816193105
1,Neural_Crest,0.001021685246185927
1,Neural_Stem_Cells,0.001021685246185927
1,crest,0.001021685246185927
1,Stem_Cells,0.0007263519779456435
1,receptor,0.001679713166519536
1,RXRG,0.001021685246185927
1,antagonist,0.001021685246185927
1,accumulation,0.0005535930908096553
1,delay,0.001021685246185927
1,development,0.0007703197677768337
1,driver,0.0027679654540482762
1,Gene_Regulatory_Networks,0.001021685246185927
1,architecture,0.0005535930908096553
1,reprogramming,0.001021685246185927
1,heterogeneity,0.003357377693401833
1,Disease_Progression,0.002905407911782574
1,vulnerability,0.0008620374194107199
1,braf,0.001021685246185927
1,v600e,0.001021685246185927
1,reactivation,0.001021685246185927
1,mitogen,0.003065055738557781
1,Protein_Kinases,0.004086740984743708
1,option,0.001452703955891287
1,acquire,0.0033215585448579314
1,increase,0.0007703197677768337
1,level,0.0013568544146507651
1,oxygen,0.003065055738557781
1,specie,0.002905407911782574
1,Histone_Deacetylase_Inhibitors,0.001021685246185927
1,suppress,0.002905407911782574
1,SLC7A,0.001021685246185927
1,death,0.00258611225823216
1,regression,0.00129305612911608
1,BRAF+MEK,0.001021685246185927
1,vorinostat,0.001021685246185927
1,proof,0.002043370492371854
1,concept,0.004086740984743708
1,novel,0.0011071861816193105
1,antigen,0.002905407911782574
1,outcome,0.0023515984331273507
1,CTLA-4,0.008173481969487415
1,subset,0.001343770533215629
1,MAGE-A,0.002043370492371854
1,region,0.00043101870970535994
1,chromosome,0.001452703955891287
1,predict,0.001021685246185927
1,Transcriptome,0.001452703955891287
1,specificity,0.001021685246185927
1,autophagy,0.002905407911782574
1,process,0.00033594263330390724
1,immunity,0.00301713096793752
1,show,0.0012912991128468587
1,MAGE-TRIM28,0.001021685246185927
1,ligase,0.0007263519779456435
1,vitro,0.0005777398258326253
1,component,0.0016607792724289657
1,LC3B,0.001021685246185927
1,activator,0.001452703955891287
1,suppression,0.002905407911782574
1,exploitation,0.001021685246185927
1,induction,0.0027679654540482762
1,synergy,0.001021685246185927
1,evolution,0.0020156557998234435
1,drug,0.0023515984331273507
1,Urinary_Bladder_Neoplasms,0.005108426230929635
1,U.S.,0.0007263519779456435
1,laboratory,0.001021685246185927
1,exist,0.001021685246185927
1,reflect,0.002043370492371854
1,disease,0.0014925398561158416
1,biobank,0.0007263519779456435
1,diversity,0.0008620374194107199
1,biopsy,0.001452703955891287
1,recurrence,0.0007263519779456435
1,spectrum,0.0021790559338369306
1,culture,0.001021685246185927
1,correlation,0.002043370492371854
1,represent,0.0007263519779456435
1,system,0.0007263519779456435
1,context,0.00043101870970535994
1,precision,0.0008620374194107199
1,medicine,0.001452703955891287
1,ApoE,0.004086740984743708
1,harnessing,0.001021685246185927
1,Adaptive_Immunity,0.0007263519779456435
1,inhibition,0.0020660785805549737
1,transform,0.001452703955891287
1,circulate,0.0021790559338369306
1,suppressor,0.002214372363238621
1,MDSCs,0.001021685246185927
1,population,0.0009628997097210422
1,approach,0.0020660785805549737
1,MDSC,0.002043370492371854
1,type,0.0004070563243952296
1,agonism,0.001021685246185927
1,abundance,0.0011071861816193105
1,murine,0.0007263519779456435
1,first-in,0.001021685246185927
1,dose,0.0007263519779456435
1,escalation,0.001021685246185927
1,phase,0.0021550935485268
1,trial,0.0017240748388214397
1,depletion,0.00043101870970535994
1,lymphocyte,0.0017240748388214397
1,elicit,0.0005535930908096553
1,regulation,0.0006718852666078145
1,enhance,0.0008620374194107199
1,efficacy,0.004741205806758959
1,B-Raf,0.0007263519779456435
1,Proto-Oncogenes,0.001021685246185927
1,kinase,0.00129305612911608
1,dabrafenib,0.001021685246185927
1,placebo,0.001021685246185927
1,BRAF-mutant,0.001021685246185927
1,block,0.002214372363238621
1,durability,0.001021685246185927
1,atezolizumab,0.002905407911782574
1,cobimetinib,0.001021685246185927
1,vemurafenib,0.001021685246185927
1,progress,0.0007263519779456435
1,past,0.0007263519779456435
1,ligand,0.0016607792724289657
1,molecule,0.0008620374194107199
1,subgroup,0.002905407911782574
1,Triple_Negative_Breast_Neoplasms,0.0021790559338369306
1,sensitivity,0.0005165196451387434
1,TONIC,0.001021685246185927
1,Cell_Death,0.009195167215673343
1,metastatic,0.001021685246185927
1,Gene_Fusion,0.0036317598897282173
1,drive,0.0008620374194107199
1,self,0.001021685246185927
1,discrimination,0.001021685246185927
1,advantage,0.002043370492371854
1,source,0.0005535930908096553
1,responder,0.004086740984743708
1,head,0.001452703955891287
1,Head_and_Neck_Neoplasms,0.001021685246185927
1,load,0.0016607792724289657
1,infiltration,0.004982337817286897
1,host,0.0016607792724289657
1,neck,0.0007263519779456435
1,burden,0.0011071861816193105
1,Gene_Fusion-derive,0.001021685246185927
1,generate,0.0007263519779456435
1,dataset,0.0011071861816193105
1,evidence,0.0009628997097210422
1,surveillance,0.0011071861816193105
1,Gene_Fusion-derived,0.001021685246185927
1,implication,0.0008620374194107199
1,evolve,0.001021685246185927
1,indiscriminate,0.001021685246185927
1,agent,0.0016607792724289657
1,malignancy,0.0021550935485268
1,advent,0.001021685246185927
1,next-generation,0.001021685246185927
1,ability,0.001021685246185927
1,array,0.002043370492371854
1,microorganism,0.001021685246185927
1,organism,0.001021685246185927
1,microbe,0.005108426230929635
1,susceptibility,0.0007263519779456435
1,example,0.00043101870970535994
1,influence,0.0017240748388214397
1,base,0.0006718852666078145
1,interest,0.001021685246185927
1,complexity,0.0011071861816193105
1,interaction,0.0017240748388214397
1,realization,0.001021685246185927
1,finding,0.00043101870970535994
1,clinic,0.0005535930908096553
1,herein,0.001021685246185927
1,correlate,0.002687541066431258
1,elucidate,0.001021685246185927
1,biomarker,0.00301713096793752
1,stratification,0.0005535930908096553
1,targeting,0.001021685246185927
1,Antigen_Presentation,0.001452703955891287
1,DNA_Repair,0.0007263519779456435
1,role,0.0005165196451387434
1,functionality,0.001021685246185927
1,regulator,0.001343770533215629
1,chromatin,0.00043101870970535994
1,understanding,0.0005535930908096553
1,foundation,0.001452703955891287
1,cyclase,0.001021685246185927
1,modifi,0.001021685246185927
1,SIRPa,0.001021685246185927
1,axis,0.0021790559338369306
1,effector,0.001452703955891287
1,overexpression,0.001021685246185927
1,antibody,0.0033215585448579314
1,activity,0.0005427417658603061
1,Myeloid_Cells,0.001452703955891287
1,tumor-infiltrat,0.001021685246185927
1,B7-H,0.0007263519779456435
1,Macrophage_Colony-Stimulating_Factor,0.001021685246185927
1,downregulation,0.0016607792724289657
1,ablation,0.001452703955891287
1,inhibit,0.0010078278999117217
1,sequence,0.00033594263330390724
1,truncation,0.001021685246185927
1,fusion,0.001452703955891287
1,MAP3K8,0.001021685246185927
1,morphologic,0.0007263519779456435
1,child,0.0016607792724289657
1,adolescent,0.001021685246185927
1,range,0.0008620374194107199
1,grade,0.0007263519779456435
1,NTRK1,0.001021685246185927
1,ROS1,0.001021685246185927
1,anti-PD-1,0.009195167215673343
1,survival,0.003357377693401833
1,recurrent,0.001452703955891287
1,glioblastoma,0.006089523998906207
1,Brain_Neoplasms,0.004428744726477242
1,adult,0.00043101870970535994
1,Clinical_Trial,0.0016607792724289657
1,consortium,0.001021685246185927
1,conduct,0.001021685246185927
1,multi-institution,0.001021685246185927
1,pembrolizumab,0.002043370492371854
1,follow,0.0005535930908096553
1,surgery,0.003065055738557781
1,upregulation,0.001452703955891287
1,interferon-g,0.0021790559338369306
1,cell-cycle,0.0005535930908096553
1,relate,0.001021685246185927
1,expansion,0.00043101870970535994
1,decrease,0.0021790559338369306
1,blood,0.002214372363238621
1,group,0.0008620374194107199
1,administration,0.003065055738557781
1,modifie,0.001021685246185927
1,microenvironment,0.00043101870970535994
1,Central_Nervous_System,0.0007263519779456435
1,prognosis,0.0005535930908096553
1,nivolumab,0.002043370492371854
1,transcriptomic,0.0005535930908096553
1,enrichment,0.0008620374194107199
1,PTEN,0.002043370492371854
1,associate,0.0008620374194107199
1,MAPK,0.003065055738557781
1,PTPN,0.001021685246185927
1,elimination,0.0007263519779456435
1,neoepitope,0.001021685246185927
1,Clonal_Evolution,0.0005535930908096553
1,dissection,0.001021685246185927
1,Plasma_Cells,0.003065055738557781
1,myeloma,0.002043370492371854
1,Multiple_Myeloma,0.004086740984743708
1,research,0.001452703955891287
1,hamper,0.001021685246185927
1,Early_Diagnosis,0.001021685246185927
1,progression,0.0006718852666078145
1,control,0.0007747794677081153
1,variability,0.0007263519779456435
1,structure,0.00043101870970535994
1,post-treatment,0.001021685246185927
1,Plasmacytoma,0.001021685246185927
1,Single-Cell_Analysis,0.002043370492371854
1,detection,0.0005535930908096553
1,Bone_Marrow_Diseases,0.001021685246185927
1,work,0.00043101870970535994
1,dissect,0.002043370492371854
1,devise,0.001021685246185927
1,characterization,0.0027679654540482762
1,ultraviolet,0.001021685246185927
1,DNA_Damage,0.001021685246185927
1,genome,0.0007263519779456435
1,radiation,0.001452703955891287
1,-induced,0.001021685246185927
1,gene,0.0004070563243952296
1,imprint,0.001021685246185927
1,exposure,0.0007263519779456435
1,melanomagenesis,0.001021685246185927
1,reactivity,0.001021685246185927
1,sign,0.001021685246185927
1,site,0.0005535930908096553
1,aurora,0.003065055738557781
1,third-generation,0.001021685246185927
1,Receptor_Epidermal_Growth_Factor,0.005084463845619505
1,Lung_Neoplasms,0.00129305612911608
1,transition,0.001021685246185927
1,responsiveness,0.001021685246185927
1,tolerance,0.001021685246185927
1,subclone,0.0005535930908096553
1,lung,0.0010078278999117217
1,adenocarcinoma,0.0008620374194107199
1,AURKA,0.002043370492371854
1,coactivator,0.0007263519779456435
1,TPX2,0.001021685246185927
1,apoptosis,0.00043101870970535994
1,magnitude,0.001021685246185927
1,duration,0.0007263519779456435
1,path,0.001021685246185927
1,Drug_Resistance,0.0007263519779456435
1,unveil,0.001021685246185927
1,Molecular_Dynamics_Simulation,0.001021685246185927
1,monitoring,0.001021685246185927
1,SWI-SNF,0.003065055738557781
1,Lymphoma_Mantle-Cell,0.002043370492371854
1,evaluation,0.001021685246185927
1,nonresponder,0.001021685246185927
1,loss,0.0005165196451387434
1,complex,0.0007263519779456435
1,information,0.00043101870970535994
1,compromise,0.002043370492371854
1,BCL2L1,0.001021685246185927
1,Bcl-xL,0.001021685246185927
1,ibrutinib,0.001021685246185927
1,basis,0.0006718852666078145
1,Lymph_Nodes,0.0007263519779456435
1,Neoadjuvant_Therapy,0.002043370492371854
1,exploration,0.001021685246185927
1,regiman,0.001021685246185927
1,radiotherapy,0.0007263519779456435
1,anti-CTLA-4,0.002043370492371854
1,Tumor_Escape,0.004086740984743708
1,eIF4F-STAT1-PD,0.001021685246185927
1,prevent,0.0005535930908096553
1,inhibitory,0.001021685246185927
1,ligand-1,0.001021685246185927
1,PD-L1,0.004358111867673861
1,death-1,0.001021685246185927
1,Programmed_Cell_Death_1_Receptor,0.002043370492371854
1,anticancer,0.002043370492371854
1,translation,0.0007263519779456435
1,initiation,0.0011071861816193105
1,eIF4F,0.003065055738557781
1,mRNAs,0.0007263519779456435
1,surface,0.0005535930908096553
1,Protein_Biosynthesis,0.001021685246185927
1,encode,0.00043101870970535994
1,signal,0.0006718852666078145
1,transducer,0.0007263519779456435
1,transcription,0.0006718852666078145
1,STAT1_Transcription_Factor,0.001021685246185927
1,formation,0.0005535930908096553
1,RNA_Helicases,0.001021685246185927
1,cause,0.00019257994194420844
1,oncogenic,0.0005535930908096553
1,oncology,0.00033594263330390724
1,Cell_Line,0.0005535930908096553
1,histology,0.0007263519779456435
1,immunohistochemistry,0.0007263519779456435
1,DNA_Methylation,0.00258611225823216
1,copy,0.0007263519779456435
1,number,0.00043101870970535994
1,Models_Molecular,0.001021685246185927
1,resource,0.001452703955891287
1,community,0.001021685246185927
1,versus,0.001021685246185927
1,stage,0.0007747794677081153
1,epileptogenicity,0.001021685246185927
1,Epilepsy,0.001021685246185927
1,space,0.001021685246185927
1,epigenome,0.0007263519779456435
1,match,0.00033594263330390724
1,recur,0.002043370492371854
1,registry,0.001021685246185927
1,FFPE,0.001021685246185927
1,multipurpose,0.001021685246185927
1,assay,0.0007263519779456435
1,primary,0.001021685246185927
1,summary,0.0007263519779456435
1,radiology,0.001021685246185927
1,pathology,0.001021685246185927
1,leverage,0.0007263519779456435
1,part,0.0005535930908096553
1,practice,0.001021685246185927
1,prediction,0.002043370492371854
1,gain,0.0007263519779456435
1,side,0.001021685246185927
1,cost,0.001021685246185927
1,predictor,0.0016607792724289657
1,shortage,0.001021685246185927
1,ICB-treated,0.001021685246185927
1,score,0.0021790559338369306
1,IMPRES,0.002043370492371854
1,encompass,0.0007263519779456435
1,relation,0.002043370492371854
1,conjecture,0.001021685246185927
1,neuroblastoma,0.001021685246185927
1,capture,0.0005535930908096553
1,pairwise,0.001021685246185927
1,dysfunction,0.0021790559338369306
1,fraction,0.0007263519779456435
1,respond,0.001021685246185927
1,TIDE,0.003065055738557781
1,method,0.00043101870970535994
1,prevention,0.001021685246185927
1,test,0.00043101870970535994
1,exclude,0.001021685246185927
1,framework,0.0005535930908096553
1,RNA-Seq,0.001021685246185927
1,NanoString,0.001021685246185927
1,first-line,0.001021685246185927
1,anti-PD1,0.001021685246185927
1,anti-CTLA4,0.001021685246185927
1,candidate,0.0007263519779456435
1,SERPINB9,0.001021685246185927
1,utility,0.001021685246185927
1,determinant,0.0005535930908096553
1,tissue,0.00019257994194420844
1,ctDNA,0.003065055738557781
1,salvage,0.001021685246185927
1,Microsatellite_Instability-high,0.002043370492371854
1,Herpesvirus_4_Human-positive,0.002043370492371854
1,death-ligand,0.001021685246185927
1,positivity,0.001021685246185927
1,cut-off,0.001021685246185927
1,value,0.0011071861816193105
1,week,0.002043370492371854
1,Disease-Free_Survival,0.004428744726477242
1,provide,0.001452703955891287
1,feature,0.0002582598225693717
1,Patient_Selection,0.0007263519779456435
1,DPP8,0.003065055738557781
1,DPP9,0.002043370492371854
1,pyroptosis,0.002043370492371854
1,Leukemia_Myeloid_Acute,0.0007263519779456435
1,serine,0.0007263519779456435
1,dipeptidase,0.001021685246185927
1,call,0.001021685246185927
1,infection,0.001021685246185927
1,bevacizumab,0.003065055738557781
1,sunitinib,0.003065055738557781
1,Carcinoma_Renal_Cell,0.003875151635667587
1,result,0.0005165196451387434
1,IMmotion150,0.001021685246185927
1,anti-VEGF,0.002043370492371854
1,endpoint,0.0007263519779456435
1,intent-to,0.001021685246185927
1,hazard,0.002043370492371854
1,ratio,0.001452703955891287
1,monotherapy,0.0007263519779456435
1,Confidence_Intervals,0.001021685246185927
1,0.69-1.45,0.001021685246185927
1,0.82-1.71,0.001021685246185927
1,0.63-1.67,0.001021685246185927
1,angiogenesis,0.0007263519779456435
1,t-effector,0.001021685246185927
1,IFN-g,0.001021685246185927
1,offer,0.0007263519779456435
1,VEGF,0.001021685246185927
1,Breast_Neoplasms,0.00043101870970535994
1,Adoptive_Transfer,0.0007263519779456435
1,effectiveness,0.0007263519779456435
1,Urinary_Bladder_Neoplasms-with,0.001021685246185927
1,Mutation_Rate,0.001021685246185927
1,Gastrointestinal_Tract,0.001021685246185927
1,breast,0.0005535930908096553
1,ovary,0.001021685246185927
1,impart,0.0007263519779456435
1,evasion,0.001021685246185927
1,b-catenin,0.0007263519779456435
1,Treatment_Outcome,0.001021685246185927
1,Colorectal_Neoplasms,0.001452703955891287
1,CRCs,0.001021685246185927
1,presence,0.0011071861816193105
1,adenomatosis,0.002043370492371854
1,Adenomatous_Polyposis_Coli,0.005108426230929635
1,LRP5,0.002043370492371854
1,secrete,0.001021685246185927
1,STAT5,0.001021685246185927
1,localization,0.001021685246185927
1,LRP6,0.001021685246185927
1,wnt-b,0.001021685246185927
1,catenin,0.001021685246185927
1,DKK2,0.001021685246185927
1,killer,0.0007263519779456435
1,Killer_Cells_Natural,0.0007263519779456435
1,antibody-drug,0.001021685246185927
1,conjugate,0.002043370492371854
1,intratumor,0.001021685246185927
1,lethality,0.001021685246185927
1,emergence,0.0007263519779456435
1,clone,0.00033594263330390724
1,Protein-Tyrosine_Kinases,0.00043101870970535994
1,AXL-high,0.001021685246185927
1,AXL-low,0.001021685246185927
1,AXL-107-MMAE,0.003065055738557781
1,monomethyl,0.001021685246185927
1,display,0.0005535930908096553
1,pancreas,0.001021685246185927
1,Uterine_Cervical_Neoplasms,0.001021685246185927
1,pool,0.0007263519779456435
1,premise,0.002043370492371854
1,merit,0.001021685246185927
1,validation,0.00043101870970535994
1,mono-,0.001021685246185927
1,proportion,0.0007263519779456435
1,pipeline,0.0007263519779456435
1,in-depth,0.001021685246185927
1,commence,0.001021685246185927
1,frequency,0.0007263519779456435
1,CD14,0.001021685246185927
1,tool,0.001452703955891287
1,health,0.0007263519779456435
1,metagenome,0.0007263519779456435
1,capacity,0.0007263519779456435
1,symbiosis,0.001021685246185927
1,barrier,0.0007263519779456435
1,ecosystem,0.001021685246185927
1,impact,0.0008620374194107199
1,Immune_System,0.00043101870970535994
1,release,0.0005535930908096553
1,limit,0.0008620374194107199
1,variety,0.001021685246185927
1,preexistence,0.001021685246185927
1,long-laste,0.001021685246185927
1,point,0.0007263519779456435
1,converge,0.001021685246185927
1,Signal_Transduction,0.0005535930908096553
1,new-generation,0.0007263519779456435
1,harbor,0.00043101870970535994
1,colonic,0.002043370492371854
1,biofilm,0.002043370492371854
1,composition,0.0016607792724289657
1,microbiome,0.0021790559338369306
1,lesion,0.0006718852666078145
1,mucosa,0.001021685246185927
1,precursor,0.0005535930908096553
1,life,0.00043101870970535994
1,compose,0.001021685246185927
1,commensal,0.0007263519779456435
1,Anti-PD-1-based,0.001021685246185927
1,variable,0.001021685246185927
1,integration,0.0007263519779456435
1,loss-of,0.0007263519779456435
1,function,0.00043101870970535994
1,determine,0.0007263519779456435
1,reason,0.001021685246185927
1,CRISPR-Cas9,0.001021685246185927
1,screen,0.00043101870970535994
1,inactivation,0.0005535930908096553
1,sustain,0.0007263519779456435
1,minority,0.001021685246185927
1,microbiota,0.0021790559338369306
1,transplantation,0.0021790559338369306
1,germ-free,0.001021685246185927
1,nonresponde,0.001021685246185927
1,stool,0.001021685246185927
1,diagnosis,0.00033594263330390724
1,undergo,0.001021685246185927
2,fermentation,0.016235696116556432
2,fiber,0.06851129350852488
2,induce,0.00577272193876491
2,Liver_Neoplasms,0.02283709783617496
2,bacteria,0.04058924029139108
2,fatty,0.03425564675426244
2,acid,0.04058924029139108
2,chain,0.016235696116556432
2,ameliorate,0.01141854891808748
2,metabolic,0.006187061829191719
2,syndrome,0.004817147198468952
2,inulin,0.01141854891808748
2,diet,0.01141854891808748
2,Carcinoma_Hepatocellular,0.01141854891808748
2,strain,0.01141854891808748
2,mouse,0.01506617079143524
2,furthermore,0.008117848058278216
2,consumption,0.01141854891808748
2,Diet_High-Fat,0.01141854891808748
2,dysbiosis,0.01141854891808748
2,type,0.0015164463386596887
2,progress,0.008117848058278216
2,onset,0.01141854891808748
2,cholestasis,0.01141854891808748
2,hepatocyte,0.01141854891808748
2,death,0.014451441595406855
2,inflammation,0.008117848058278216
2,liver,0.07992984242661236
2,pharmacologic,0.008117848058278216
2,inhibition,0.01154544387752982
2,depletion,0.004817147198468952
2,ferment,0.01141854891808748
2,prevent,0.006187061829191719
2,reabsorption,0.01141854891808748
2,bile,0.016235696116556432
2,protection,0.01141854891808748
2,enrichment,0.004817147198468952
2,food,0.01141854891808748
2,caution,0.01141854891808748
2,KRAS,0.08043180377949234
2,cancer,0.0049924379897503535
2,covalent,0.01141854891808748
2,G12C-Specific,0.01141854891808748
2,inhibitor,0.004304620226124355
2,dimerization,0.02283709783617496
2,impact,0.004817147198468952
2,sensitivity,0.002886360969382455
2,oncogenic,0.006187061829191719
2,activity,0.0015164463386596887
2,mechanism,0.0009555747402959584
2,wild-type,0.024353544174834645
2,allele,0.008117848058278216
2,impart,0.008117848058278216
2,growth,0.004304620226124355
2,effect,0.006456930339186532
2,lung,0.0037545588588774777
2,adenocarcinoma,0.03372003038928266
2,LUAD,0.02283709783617496
2,model,0.000907715998136428
2,loss,0.002886360969382455
2,Loss_of_Heterozygosity,0.01141854891808748
2,heterozygosity,0.006187061829191719
2,mediate,0.006187061829191719
2,fitness,0.01141854891808748
2,human,0.008117848058278216
2,murine,0.008117848058278216
2,tumor,0.0
2,cell,0.0027231479944092836
2,underlie,0.006187061829191719
2,resistance,0.0021523101130621774
2,replace,0.01141854891808748
2,autophagy,0.008117848058278216
2,elicit,0.006187061829191719
2,RAF-MEK,0.01141854891808748
2,treatment,0.0009555747402959584
2,strategy,0.0021523101130621774
2,state,0.002886360969382455
2,epitome,0.01141854891808748
2,drive,0.004817147198468952
2,oncoprotein,0.008117848058278216
2,target,0.0015164463386596887
2,SHP2,0.02283709783617496
2,role,0.00577272193876491
2,mutation,0.004304620226124355
2,KRAS-mutant,0.01141854891808748
2,Carcinoma_Non-Small,0.016235696116556432
2,Cell_Lung,0.016235696116556432
2,vivo,0.0015164463386596887
2,Small_Cell_Lung_Carcinoma,0.006187061829191719
2,metabolism,0.006187061829191719
2,Natural_Killer_T-Cells,0.01141854891808748
2,metastasis,0.009634294396937904
2,cause,0.0021523101130621774
2,commensal,0.016235696116556432
2,regulator,0.0037545588588774777
2,antitumor,0.004817147198468952
2,immunity,0.004817147198468952
2,surveillance,0.006187061829191719
2,alter,0.008117848058278216
2,increase,0.0021523101130621774
2,CXCR6,0.01141854891808748
2,Endoplasmic_Reticulum_Stress,0.01141854891808748
2,latent,0.01141854891808748
2,Pancreatic_Neoplasms,0.01141854891808748
2,majority,0.004817147198468952
2,disease,0.0015164463386596887
2,resection,0.01141854891808748
2,patient,0.000453857999068214
2,harbor,0.004817147198468952
2,disseminate,0.016235696116556432
2,lack,0.004817147198468952
2,expression,0.0009555747402959584
2,cytokeratin,0.01141854891808748
2,CK19,0.02283709783617496
2,Major_Histocompatibility_Complex,0.01141854891808748
2,class,0.004817147198468952
2,injection,0.01141854891808748
2,seed,0.008117848058278216
2,nonreplicate,0.01141854891808748
3,transaminase,0.022728865145008253
3,inhibition,0.0028726815335086042
3,impair,0.008079374844731873
