pmid,year,journal,title,abstract,authors
30287662,2018.0,"Science (New York, N.Y.)","Reprogramming normal human epithelial tissues to a common, lethal neuroendocrine cancer lineage.","The use of potent therapies inhibiting critical oncogenic pathways active in epithelial cancers has led to multiple resistance mechanisms, including the development of highly aggressive, small cell neuroendocrine carcinoma (SCNC). SCNC patients have a dismal prognosis due in part to a limited understanding of the molecular mechanisms driving this malignancy and the lack of effective treatments. Here, we demonstrate that a common set of defined oncogenic drivers reproducibly reprograms normal human prostate and lung epithelial cells to small cell prostate cancer (SCPC) and small cell lung cancer (SCLC), respectively. We identify shared active transcription factor binding regions in the reprogrammed prostate and lung SCNCs by integrative analyses of epigenetic and transcriptional landscapes. These results suggest that neuroendocrine cancers arising from distinct epithelial tissues may share common vulnerabilities that could be exploited for the development of drugs targeting SCNCs.","Park, Jung Wook;Lee, John K;Sheu, Katherine M;Wang, Liang;Balanis, Nikolas G;Nguyen, Kim;Smith, Bryan A;Cheng, Chen;Tsai, Brandon L;Cheng, Donghui;Huang, Jiaoti;Kurdistani, Siavash K;Graeber, Thomas G;Witte, Owen N"
30262472,2018.0,"Science (New York, N.Y.)",Neutrophil extracellular traps produced during inflammation awaken dormant cancer cells in mice.,"Cancer cells from a primary tumor can disseminate to other tissues, remaining dormant and clinically undetectable for many years. Little is known about the cues that cause these dormant cells to awaken, resume proliferating, and develop into metastases. Studying mouse models, we found that sustained lung inflammation caused by tobacco smoke exposure or nasal instillation of lipopolysaccharide converted disseminated, dormant cancer cells to aggressively growing metastases. Sustained inflammation induced the formation of neutrophil extracellular traps (NETs), and these were required for awakening dormant cancer. Mechanistic analysis revealed that two NET-associated proteases, neutrophil elastase and matrix metalloproteinase 9, sequentially cleaved laminin. The proteolytically remodeled laminin induced proliferation of dormant cancer cells by activating integrin α3β1 signaling. Antibodies against NET-remodeled laminin prevented awakening of dormant cells. Therapies aimed at preventing dormant cell awakening could potentially prolong the survival of cancer patients.","Albrengues, Jean;Shields, Mario A;Ng, David;Park, Chun Gwon;Ambrico, Alexandra;Poindexter, Morgan E;Upadhyay, Priya;Uyeminami, Dale L;Pommier, Arnaud;Küttner, Victoria;Bružas, Emilis;Maiorino, Laura;Bautista, Carmelita;Carmona, Ellese M;Gimotty, Phyllis A;Fearon, Douglas T;Chang, Kenneth;Lyons, Scott K;Pinkerton, Kent E;Trotman, Lloyd C;Goldberg, Michael S;Yeh, Johannes T-H;Egeblad, Mikala"
30190408,2018.0,"Science (New York, N.Y.)",Minimal functional driver gene heterogeneity among untreated metastases.,"Metastases are responsible for the majority of cancer-related deaths. Although genomic heterogeneity within primary tumors is associated with relapse, heterogeneity among treatment-naïve metastases has not been comprehensively assessed. We analyzed sequencing data for 76 untreated metastases from 20 patients and inferred cancer phylogenies for breast, colorectal, endometrial, gastric, lung, melanoma, pancreatic, and prostate cancers. We found that within individual patients, a large majority of driver gene mutations are common to all metastases. Further analysis revealed that the driver gene mutations that were not shared by all metastases are unlikely to have functional consequences. A mathematical model of tumor evolution and metastasis formation provides an explanation for the observed driver gene homogeneity. Thus, single biopsies capture most of the functionally important mutations in metastases and therefore provide essential information for therapeutic decision-making.","Reiter, Johannes G;Makohon-Moore, Alvin P;Gerold, Jeffrey M;Heyde, Alexander;Attiyeh, Marc A;Kohutek, Zachary A;Tokheim, Collin J;Brown, Alexia;DeBlasio, Rayne M;Niyazov, Juliana;Zucker, Amanda;Karchin, Rachel;Kinzler, Kenneth W;Iacobuzio-Donahue, Christine A;Vogelstein, Bert;Nowak, Martin A"
30166462,2018.0,"Science (New York, N.Y.)",Rearrangement bursts generate canonical gene fusions in bone and soft tissue tumors.,Sarcomas are cancers of the bone and soft tissue often defined by gene fusions. Ewing sarcoma involves fusions between ,"Anderson, Nathaniel D;de Borja, Richard;Young, Matthew D;Fuligni, Fabio;Rosic, Andrej;Roberts, Nicola D;Hajjar, Simon;Layeghifard, Mehdi;Novokmet, Ana;Kowalski, Paul E;Anaka, Matthew;Davidson, Scott;Zarrei, Mehdi;Id Said, Badr;Schreiner, L Christine;Marchand, Remi;Sitter, Joseph;Gokgoz, Nalan;Brunga, Ledia;Graham, Garrett T;Fullam, Anthony;Pillay, Nischalan;Toretsky, Jeffrey A;Yoshida, Akihiko;Shibata, Tatsuhiro;Metzler, Markus;Somers, Gino R;Scherer, Stephen W;Flanagan, Adrienne M;Campbell, Peter J;Schiffman, Joshua D;Shago, Mary;Alexandrov, Ludmil B;Wunder, Jay S;Andrulis, Irene L;Malkin, David;Behjati, Sam;Shlien, Adam"
30166458,2018.0,"Science (New York, N.Y.)",Cancer mutations and targeted drugs can disrupt dynamic signal encoding by the Ras-Erk pathway.,"The Ras-Erk (extracellular signal-regulated kinase) pathway encodes information in its dynamics; the duration and frequency of Erk activity can specify distinct cell fates. To enable dynamic encoding, temporal information must be accurately transmitted from the plasma membrane to the nucleus. We used optogenetic profiling to show that both oncogenic B-Raf mutations and B-Raf inhibitors can cause corruption of this transmission, so that short pulses of input Ras activity are distorted into abnormally long Erk outputs. These changes can reshape downstream transcription and cell fates, resulting in improper decisions to proliferate. These findings illustrate how altered dynamic signal transmission properties, and not just constitutively increased signaling, can contribute to cell proliferation and perhaps cancer, and how optogenetic profiling can dissect mechanisms of signaling dysfunction in disease.","Bugaj, L J;Sabnis, A J;Mitchell, A;Garbarino, J E;Toettcher, J E;Bivona, T G;Lim, W A"
30093597,2018.0,"Science (New York, N.Y.)",Single-cell transcriptomes from human kidneys reveal the cellular identity of renal tumors.,"Messenger RNA encodes cellular function and phenotype. In the context of human cancer, it defines the identities of malignant cells and the diversity of tumor tissue. We studied 72,501 single-cell transcriptomes of human renal tumors and normal tissue from fetal, pediatric, and adult kidneys. We matched childhood Wilms tumor with specific fetal cell types, thus providing evidence for the hypothesis that Wilms tumor cells are aberrant fetal cells. In adult renal cell carcinoma, we identified a canonical cancer transcriptome that matched a little-known subtype of proximal convoluted tubular cell. Analyses of the tumor composition defined cancer-associated normal cells and delineated a complex vascular endothelial growth factor (VEGF) signaling circuit. Our findings reveal the precise cellular identities and compositions of human kidney tumors.","Young, Matthew D;Mitchell, Thomas J;Vieira Braga, Felipe A;Tran, Maxine G B;Stewart, Benjamin J;Ferdinand, John R;Collord, Grace;Botting, Rachel A;Popescu, Dorin-Mirel;Loudon, Kevin W;Vento-Tormo, Roser;Stephenson, Emily;Cagan, Alex;Farndon, Sarah J;Del Castillo Velasco-Herrera, Martin;Guzzo, Charlotte;Richoz, Nathan;Mamanova, Lira;Aho, Tevita;Armitage, James N;Riddick, Antony C P;Mushtaq, Imran;Farrell, Stephen;Rampling, Dyanne;Nicholson, James;Filby, Andrew;Burge, Johanna;Lisgo, Steven;Maxwell, Patrick H;Lindsay, Susan;Warren, Anne Y;Stewart, Grant D;Sebire, Neil;Coleman, Nicholas;Haniffa, Muzlifah;Teichmann, Sarah A;Clatworthy, Menna;Behjati, Sam"
30049881,2018.0,"Science (New York, N.Y.)",LKB1 deficiency in T cells promotes the development of gastrointestinal polyposis.,Germline mutations in ,"Poffenberger, M C;Metcalfe-Roach, A;Aguilar, E;Chen, J;Hsu, B E;Wong, A H;Johnson, R M;Flynn, B;Samborska, B;Ma, E H;Gravel, S-P;Tonelli, L;Devorkin, L;Kim, P;Hall, A;Izreig, S;Loginicheva, E;Beauchemin, N;Siegel, P M;Artyomov, M N;Lum, J J;Zogopoulos, G;Blagih, J;Jones, R G"
30026228,2018.0,"Science (New York, N.Y.)",VHL substrate transcription factor ZHX2 as an oncogenic driver in clear cell renal cell carcinoma.,"Inactivation of the von Hippel-Lindau (VHL) E3 ubiquitin ligase protein is a hallmark of clear cell renal cell carcinoma (ccRCC). Identifying how pathways affected by VHL loss contribute to ccRCC remains challenging. We used a genome-wide in vitro expression strategy to identify proteins that bind VHL when hydroxylated. Zinc fingers and homeoboxes 2 (ZHX2) was found as a VHL target, and its hydroxylation allowed VHL to regulate its protein stability. Tumor cells from ccRCC patients with ","Zhang, Jing;Wu, Tao;Simon, Jeremy;Takada, Mamoru;Saito, Ryoichi;Fan, Cheng;Liu, Xian-De;Jonasch, Eric;Xie, Ling;Chen, Xian;Yao, Xiaosai;Teh, Bin Tean;Tan, Patrick;Zheng, Xingnan;Li, Mingjie;Lawrence, Cortney;Fan, Jie;Geng, Jiang;Liu, Xijuan;Hu, Lianxin;Wang, Jun;Liao, Chengheng;Hong, Kai;Zurlo, Giada;Parker, Joel S;Auman, J Todd;Perou, Charles M;Rathmell, W Kimryn;Kim, William Y;Kirschner, Marc W;Kaelin, William G;Baldwin, Albert S;Zhang, Qing"
29976825,2018.0,"Science (New York, N.Y.)",The evolutionary history of dogs in the Americas.,"Dogs were present in the Americas before the arrival of European colonists, but the origin and fate of these precontact dogs are largely unknown. We sequenced 71 mitochondrial and 7 nuclear genomes from ancient North American and Siberian dogs from time frames spanning ~9000 years. Our analysis indicates that American dogs were not derived from North American wolves. Instead, American dogs form a monophyletic lineage that likely originated in Siberia and dispersed into the Americas alongside people. After the arrival of Europeans, native American dogs almost completely disappeared, leaving a minimal genetic legacy in modern dog populations. The closest detectable extant lineage to precontact American dogs is the canine transmissible venereal tumor, a contagious cancer clone derived from an individual dog that lived up to 8000 years ago.","Ní Leathlobhair, Máire;Perri, Angela R;Irving-Pease, Evan K;Witt, Kelsey E;Linderholm, Anna;Haile, James;Lebrasseur, Ophelie;Ameen, Carly;Blick, Jeffrey;Boyko, Adam R;Brace, Selina;Cortes, Yahaira Nunes;Crockford, Susan J;Devault, Alison;Dimopoulos, Evangelos A;Eldridge, Morley;Enk, Jacob;Gopalakrishnan, Shyam;Gori, Kevin;Grimes, Vaughan;Guiry, Eric;Hansen, Anders J;Hulme-Beaman, Ardern;Johnson, John;Kitchen, Andrew;Kasparov, Aleksei K;Kwon, Young-Mi;Nikolskiy, Pavel A;Lope, Carlos Peraza;Manin, Aurélie;Martin, Terrance;Meyer, Michael;Myers, Kelsey Noack;Omura, Mark;Rouillard, Jean-Marie;Pavlova, Elena Y;Sciulli, Paul;Sinding, Mikkel-Holger S;Strakova, Andrea;Ivanova, Varvara V;Widga, Christopher;Willerslev, Eske;Pitulko, Vladimir V;Barnes, Ian;Gilbert, M Thomas P;Dobney, Keith M;Malhi, Ripan S;Murchison, Elizabeth P;Larson, Greger;Frantz, Laurent A F"
29798856,2018.0,"Science (New York, N.Y.)",Gut microbiome-mediated bile acid metabolism regulates liver cancer via NKT cells.,"Primary liver tumors and liver metastasis currently represent the leading cause of cancer-related death. Commensal bacteria are important regulators of antitumor immunity, and although the liver is exposed to gut bacteria, their role in antitumor surveillance of liver tumors is poorly understood. We found that altering commensal gut bacteria in mice induced a liver-selective antitumor effect, with an increase of hepatic CXCR6","Ma, Chi;Han, Miaojun;Heinrich, Bernd;Fu, Qiong;Zhang, Qianfei;Sandhu, Milan;Agdashian, David;Terabe, Masaki;Berzofsky, Jay A;Fako, Valerie;Ritz, Thomas;Longerich, Thomas;Theriot, Casey M;McCulloch, John A;Roy, Soumen;Yuan, Wuxing;Thovarai, Vishal;Sen, Shurjo K;Ruchirawat, Mathuros;Korangy, Firouzeh;Wang, Xin Wei;Trinchieri, Giorgio;Greten, Tim F"
29773669,2018.0,"Science (New York, N.Y.)","Unresolved endoplasmic reticulum stress engenders immune-resistant, latent pancreatic cancer metastases.","The majority of patients with pancreatic ductal adenocarcinoma (PDA) develop metastatic disease after resection of their primary tumor. We found that livers from patients and mice with PDA harbor single disseminated cancer cells (DCCs) lacking expression of cytokeratin 19 (CK19) and major histocompatibility complex class I (MHCI). We created a mouse model to determine how these DCCs develop. Intraportal injection of immunogenic PDA cells into preimmunized mice seeded livers only with single, nonreplicating DCCs that were CK19","Pommier, Arnaud;Anaparthy, Naishitha;Memos, Nicoletta;Kelley, Z Larkin;Gouronnec, Alizée;Yan, Ran;Auffray, Cédric;Albrengues, Jean;Egeblad, Mikala;Iacobuzio-Donahue, Christine A;Lyons, Scott K;Fearon, Douglas T"
29748285,2018.0,"Science (New York, N.Y.)",An anatomic transcriptional atlas of human glioblastoma.,"Glioblastoma is an aggressive brain tumor that carries a poor prognosis. The tumor's molecular and cellular landscapes are complex, and their relationships to histologic features routinely used for diagnosis are unclear. We present the Ivy Glioblastoma Atlas, an anatomically based transcriptional atlas of human glioblastoma that aligns individual histologic features with genomic alterations and gene expression patterns, thus assigning molecular information to the most important morphologic hallmarks of the tumor. The atlas and its clinical and genomic database are freely accessible online data resources that will serve as a valuable platform for future investigations of glioblastoma pathogenesis, diagnosis, and treatment.","Puchalski, Ralph B;Shah, Nameeta;Miller, Jeremy;Dalley, Rachel;Nomura, Steve R;Yoon, Jae-Guen;Smith, Kimberly A;Lankerovich, Michael;Bertagnolli, Darren;Bickley, Kris;Boe, Andrew F;Brouner, Krissy;Butler, Stephanie;Caldejon, Shiella;Chapin, Mike;Datta, Suvro;Dee, Nick;Desta, Tsega;Dolbeare, Tim;Dotson, Nadezhda;Ebbert, Amanda;Feng, David;Feng, Xu;Fisher, Michael;Gee, Garrett;Goldy, Jeff;Gourley, Lindsey;Gregor, Benjamin W;Gu, Guangyu;Hejazinia, Nika;Hohmann, John;Hothi, Parvinder;Howard, Robert;Joines, Kevin;Kriedberg, Ali;Kuan, Leonard;Lau, Chris;Lee, Felix;Lee, Hwahyung;Lemon, Tracy;Long, Fuhui;Mastan, Naveed;Mott, Erika;Murthy, Chantal;Ngo, Kiet;Olson, Eric;Reding, Melissa;Riley, Zack;Rosen, David;Sandman, David;Shapovalova, Nadiya;Slaughterbeck, Clifford R;Sodt, Andrew;Stockdale, Graham;Szafer, Aaron;Wakeman, Wayne;Wohnoutka, Paul E;White, Steven J;Marsh, Don;Rostomily, Robert C;Ng, Lydia;Dang, Chinh;Jones, Allan;Keogh, Bart;Gittleman, Haley R;Barnholtz-Sloan, Jill S;Cimino, Patrick J;Uppin, Megha S;Keene, C Dirk;Farrokhi, Farrokh R;Lathia, Justin D;Berens, Michael E;Iavarone, Antonio;Bernard, Amy;Lein, Ed;Phillips, John W;Rostad, Steven W;Cobbs, Charles;Hawrylycz, Michael J;Foltz, Greg D"
29674595,2018.0,"Science (New York, N.Y.)",Developmental and oncogenic programs in H3K27M gliomas dissected by single-cell RNA-seq.,"Gliomas with histone H3 lysine27-to-methionine mutations (H3K27M-glioma) arise primarily in the midline of the central nervous system of young children, suggesting a cooperation between genetics and cellular context in tumorigenesis. Although the genetics of H3K27M-glioma are well characterized, their cellular architecture remains uncharted. We performed single-cell RNA sequencing in 3321 cells from six primary H3K27M-glioma and matched models. We found that H3K27M-glioma primarily contain cells that resemble oligodendrocyte precursor cells (OPC-like), whereas more differentiated malignant cells are a minority. OPC-like cells exhibit greater proliferation and tumor-propagating potential than their more differentiated counterparts and are at least in part sustained by ","Filbin, Mariella G;Tirosh, Itay;Hovestadt, Volker;Shaw, McKenzie L;Escalante, Leah E;Mathewson, Nathan D;Neftel, Cyril;Frank, Nelli;Pelton, Kristine;Hebert, Christine M;Haberler, Christine;Yizhak, Keren;Gojo, Johannes;Egervari, Kristof;Mount, Christopher;van Galen, Peter;Bonal, Dennis M;Nguyen, Quang-De;Beck, Alexander;Sinai, Claire;Czech, Thomas;Dorfer, Christian;Goumnerova, Liliana;Lavarino, Cinzia;Carcaboso, Angel M;Mora, Jaume;Mylvaganam, Ravindra;Luo, Christina C;Peyrl, Andreas;Popović, Mara;Azizi, Amedeo;Batchelor, Tracy T;Frosch, Matthew P;Martinez-Lage, Maria;Kieran, Mark W;Bandopadhayay, Pratiti;Beroukhim, Rameen;Fritsch, Gerhard;Getz, Gad;Rozenblatt-Rosen, Orit;Wucherpfennig, Kai W;Louis, David N;Monje, Michelle;Slavc, Irene;Ligon, Keith L;Golub, Todd R;Regev, Aviv;Bernstein, Bradley E;Suvà, Mario L"
29622725,2018.0,"Science (New York, N.Y.)",SLAM-seq defines direct gene-regulatory functions of the BRD4-MYC axis.,"Defining direct targets of transcription factors and regulatory pathways is key to understanding their roles in physiology and disease. We combined SLAM-seq [thiol(SH)-linked alkylation for the metabolic sequencing of RNA], a method for direct quantification of newly synthesized messenger RNAs (mRNAs), with pharmacological and chemical-genetic perturbation in order to define regulatory functions of two transcriptional hubs in cancer, BRD4 and MYC, and to interrogate direct responses to BET bromodomain inhibitors (BETis). We found that BRD4 acts as general coactivator of RNA polymerase II-dependent transcription, which is broadly repressed upon high-dose BETi treatment. At doses triggering selective effects in leukemia, BETis deregulate a small set of hypersensitive targets including MYC. In contrast to BRD4, MYC primarily acts as a selective transcriptional activator controlling metabolic processes such as ribosome biogenesis and de novo purine synthesis. Our study establishes a simple and scalable strategy to identify direct transcriptional targets of any gene or pathway.","Muhar, Matthias;Ebert, Anja;Neumann, Tobias;Umkehrer, Christian;Jude, Julian;Wieshofer, Corinna;Rescheneder, Philipp;Lipp, Jesse J;Herzog, Veronika A;Reichholf, Brian;Cisneros, David A;Hoffmann, Thomas;Schlapansky, Moritz F;Bhat, Pooja;von Haeseler, Arndt;Köcher, Thomas;Obenauf, Anna C;Popow, Johannes;Ameres, Stefan L;Zuber, Johannes"
