pmid,year,journal,title,abstract,authors
31011205,2019,Nature medicine,Genomic and transcriptomic profiling expands precision cancer medicine: the WINTHER trial.,"Precision medicine focuses on DNA abnormalities, but not all tumors have tractable genomic alterations. The WINTHER trial ( NCT01856296 ) navigated patients to therapy on the basis of fresh biopsy-derived DNA sequencing (arm A; 236 gene panel) or RNA expression (arm B; comparing tumor to normal). The clinical management committee (investigators from five countries) recommended therapies, prioritizing genomic matches; physicians determined the therapy given. Matching scores were calculated post-hoc for each patient, according to drugs received: for DNA, the number of alterations matched divided by the total alteration number; for RNA, expression-matched drug ranks. Overall, 303 patients consented; 107 (35%; 69 in arm A and 38 in arm B) were evaluable for therapy. The median number of previous therapies was three. The most common diagnoses were colon, head and neck, and lung cancers. Among the 107 patients, the rate of stable disease ≥6 months and partial or complete response was 26.2% (arm A: 23.2%; arm B: 31.6% (P = 0.37)). The patient proportion with WINTHER versus previous therapy progression-free survival ratio of >1.5 was 22.4%, which did not meet the pre-specified primary end point. Fewer previous therapies, better performance status and higher matching score correlated with longer progression-free survival (all P < 0.05, multivariate). Our study shows that genomic and transcriptomic profiling are both useful for improving therapy recommendations and patient outcome, and expands personalized cancer treatment.","Rodon, Jordi;Soria, Jean-Charles;Berger, Raanan;Miller, Wilson H;Rubin, Eitan;Kugel, Aleksandra;Tsimberidou, Apostolia;Saintigny, Pierre;Ackerstein, Aliza;Braña, Irene;Loriot, Yohann;Afshar, Mohammad;Miller, Vincent;Wunder, Fanny;Bresson, Catherine;Martini, Jean-François;Raynaud, Jacques;Mendelsohn, John;Batist, Gerald;Onn, Amir;Tabernero, Josep;Schilsky, Richard L;Lazar, Vladimir;Lee, J Jack;Kurzrock, Razelle"
31011202,2019,Nature medicine,An organoid platform for ovarian cancer captures intra- and interpatient heterogeneity.,"Ovarian cancer (OC) is a heterogeneous disease usually diagnosed at a late stage. Experimental in vitro models that faithfully capture the hallmarks and tumor heterogeneity of OC are limited and hard to establish. We present a protocol that enables efficient derivation and long-term expansion of OC organoids. Utilizing this protocol, we have established 56 organoid lines from 32 patients, representing all main subtypes of OC. OC organoids recapitulate histological and genomic features of the pertinent lesion from which they were derived, illustrating intra- and interpatient heterogeneity, and can be genetically modified. We show that OC organoids can be used for drug-screening assays and capture different tumor subtype responses to the gold standard platinum-based chemotherapy, including acquisition of chemoresistance in recurrent disease. Finally, OC organoids can be xenografted, enabling in vivo drug-sensitivity assays. Taken together, this demonstrates their potential application for research and personalized medicine.","Kopper, Oded;de Witte, Chris J;Lõhmussaar, Kadi;Valle-Inclan, Jose Espejo;Hami, Nizar;Kester, Lennart;Balgobind, Anjali Vanita;Korving, Jeroen;Proost, Natalie;Begthel, Harry;van Wijk, Lise M;Revilla, Sonia Aristín;Theeuwsen, Rebecca;van de Ven, Marieke;van Roosmalen, Markus J;Ponsioen, Bas;Ho, Victor W H;Neel, Benjamin G;Bosse, Tjalling;Gaarenstroom, Katja N;Vrieling, Harry;Vreeswijk, Maaike P G;van Diest, Paul J;Witteveen, Petronella O;Jonges, Trudy;Bos, Johannes L;van Oudenaarden, Alexander;Zweemer, Ronald P;Snippert, Hugo J G;Kloosterman, Wigard P;Clevers, Hans"
30962585,2019,Nature medicine,Systemic clinical tumor regressions and potentiation of PD1 blockade with in situ vaccination.,"Indolent non-Hodgkin's lymphomas (iNHLs) are incurable with standard therapy and are poorly responsive to checkpoint blockade. Although lymphoma cells are efficiently killed by primed T cells, in vivo priming of anti-lymphoma T cells has been elusive. Here, we demonstrate that lymphoma cells can directly prime T cells, but in vivo immunity still requires cross-presentation. To address this, we developed an in situ vaccine (ISV), combining Flt3L, radiotherapy, and a TLR3 agonist, which recruited, antigen-loaded and activated intratumoral, cross-presenting dendritic cells (DCs). ISV induced anti-tumor CD8","Hammerich, Linda;Marron, Thomas U;Upadhyay, Ranjan;Svensson-Arvelund, Judit;Dhainaut, Maxime;Hussein, Shafinaz;Zhan, Yougen;Ostrowski, Dana;Yellin, Michael;Marsh, Henry;Salazar, Andres M;Rahman, Adeeb H;Brown, Brian D;Merad, Miriam;Brody, Joshua D"
30936549,2019,Nature medicine,Platelet GPIbα is a mediator and potential interventional target for NASH and subsequent liver cancer.,"Non-alcoholic fatty liver disease ranges from steatosis to non-alcoholic steatohepatitis (NASH), potentially progressing to cirrhosis and hepatocellular carcinoma (HCC). Here, we show that platelet number, platelet activation and platelet aggregation are increased in NASH but not in steatosis or insulin resistance. Antiplatelet therapy (APT; aspirin/clopidogrel, ticagrelor) but not nonsteroidal anti-inflammatory drug (NSAID) treatment with sulindac prevented NASH and subsequent HCC development. Intravital microscopy showed that liver colonization by platelets depended primarily on Kupffer cells at early and late stages of NASH, involving hyaluronan-CD44 binding. APT reduced intrahepatic platelet accumulation and the frequency of platelet-immune cell interaction, thereby limiting hepatic immune cell trafficking. Consequently, intrahepatic cytokine and chemokine release, macrovesicular steatosis and liver damage were attenuated. Platelet cargo, platelet adhesion and platelet activation but not platelet aggregation were identified as pivotal for NASH and subsequent hepatocarcinogenesis. In particular, platelet-derived GPIbα proved critical for development of NASH and subsequent HCC, independent of its reported cognate ligands vWF, P-selectin or Mac-1, offering a potential target against NASH.","Malehmir, Mohsen;Pfister, Dominik;Gallage, Suchira;Szydlowska, Marta;Inverso, Donato;Kotsiliti, Elena;Leone, Valentina;Peiseler, Moritz;Surewaard, Bas G J;Rath, Dominik;Ali, Adnan;Wolf, Monika Julia;Drescher, Hannah;Healy, Marc E;Dauch, Daniel;Kroy, Daniela;Krenkel, Oliver;Kohlhepp, Marlene;Engleitner, Thomas;Olkus, Alexander;Sijmonsma, Tjeerd;Volz, Julia;Deppermann, Carsten;Stegner, David;Helbling, Patrick;Nombela-Arrieta, César;Rafiei, Anahita;Hinterleitner, Martina;Rall, Marcel;Baku, Florian;Borst, Oliver;Wilson, Caroline L;Leslie, Jack;O'Connor, Tracy;Weston, Christopher J;Adams, David H;Sheriff, Lozan;Teijeiro, Ana;Prinz, Marco;Bogeska, Ruzhica;Anstee, Natasha;Bongers, Malte N;Notohamiprodjo, Mike;Geisler, Tobias;Withers, Dominic J;Ware, Jerry;Mann, Derek A;Augustin, Hellmut G;Vegiopoulos, Alexandros;Milsom, Michael D;Rose, Adam J;Lalor, Patricia F;Llovet, Josep M;Pinyol, Roser;Tacke, Frank;Rad, Roland;Matter, Matthias;Djouder, Nabil;Kubes, Paul;Knolle, Percy A;Unger, Kristian;Zender, Lars;Nieswandt, Bernhard;Gawaz, Meinrad;Weber, Achim;Heikenwalder, Mathias"
30936548,2019,Nature medicine,Metagenomic analysis of colorectal cancer datasets identifies cross-cohort microbial diagnostic signatures and a link with choline degradation.,"Several studies have investigated links between the gut microbiome and colorectal cancer (CRC), but questions remain about the replicability of biomarkers across cohorts and populations. We performed a meta-analysis of five publicly available datasets and two new cohorts and validated the findings on two additional cohorts, considering in total 969 fecal metagenomes. Unlike microbiome shifts associated with gastrointestinal syndromes, the gut microbiome in CRC showed reproducibly higher richness than controls (P < 0.01), partially due to expansions of species typically derived from the oral cavity. Meta-analysis of the microbiome functional potential identified gluconeogenesis and the putrefaction and fermentation pathways as being associated with CRC, whereas the stachyose and starch degradation pathways were associated with controls. Predictive microbiome signatures for CRC trained on multiple datasets showed consistently high accuracy in datasets not considered for model training and independent validation cohorts (average area under the curve, 0.84). Pooled analysis of raw metagenomes showed that the choline trimethylamine-lyase gene was overabundant in CRC (P = 0.001), identifying a relationship between microbiome choline metabolism and CRC. The combined analysis of heterogeneous CRC cohorts thus identified reproducible microbiome biomarkers and accurate disease-predictive models that can form the basis for clinical prognostic tests and hypothesis-driven mechanistic studies.","Thomas, Andrew Maltez;Manghi, Paolo;Asnicar, Francesco;Pasolli, Edoardo;Armanini, Federica;Zolfo, Moreno;Beghini, Francesco;Manara, Serena;Karcher, Nicolai;Pozzi, Chiara;Gandini, Sara;Serrano, Davide;Tarallo, Sonia;Francavilla, Antonio;Gallo, Gaetano;Trompetto, Mario;Ferrero, Giulio;Mizutani, Sayaka;Shiroma, Hirotsugu;Shiba, Satoshi;Shibata, Tatsuhiro;Yachida, Shinichi;Yamada, Takuji;Wirbel, Jakob;Schrotz-King, Petra;Ulrich, Cornelia M;Brenner, Hermann;Arumugam, Manimozhiyan;Bork, Peer;Zeller, Georg;Cordero, Francesca;Dias-Neto, Emmanuel;Setubal, João Carlos;Tett, Adrian;Pardini, Barbara;Rescigno, Maria;Waldron, Levi;Naccarati, Alessio;Segata, Nicola"
30936547,2019,Nature medicine,Meta-analysis of fecal metagenomes reveals global microbial signatures that are specific for colorectal cancer.,"Association studies have linked microbiome alterations with many human diseases. However, they have not always reported consistent results, thereby necessitating cross-study comparisons. Here, a meta-analysis of eight geographically and technically diverse fecal shotgun metagenomic studies of colorectal cancer (CRC, n = 768), which was controlled for several confounders, identified a core set of 29 species significantly enriched in CRC metagenomes (false discovery rate (FDR) < 1 × 10","Wirbel, Jakob;Pyl, Paul Theodor;Kartal, Ece;Zych, Konrad;Kashani, Alireza;Milanese, Alessio;Fleck, Jonas S;Voigt, Anita Y;Palleja, Albert;Ponnudurai, Ruby;Sunagawa, Shinichi;Coelho, Luis Pedro;Schrotz-King, Petra;Vogtmann, Emily;Habermann, Nina;Niméus, Emma;Thomas, Andrew M;Manghi, Paolo;Gandini, Sara;Serrano, Davide;Mizutani, Sayaka;Shiroma, Hirotsugu;Shiba, Satoshi;Shibata, Tatsuhiro;Yachida, Shinichi;Yamada, Takuji;Waldron, Levi;Naccarati, Alessio;Segata, Nicola;Sinha, Rashmi;Ulrich, Cornelia M;Brenner, Hermann;Arumugam, Manimozhiyan;Bork, Peer;Zeller, Georg"
30911134,2019,Nature medicine,Immune signature drives leukemia escape and relapse after hematopoietic cell transplantation.,"Transplantation of hematopoietic cells from a healthy individual (allogeneic hematopoietic cell transplantation (allo-HCT)) demonstrates that adoptive immunotherapy can cure blood cancers: still, post-transplantation relapses remain frequent. To explain their drivers, we analyzed the genomic and gene expression profiles of acute myeloid leukemia (AML) blasts purified from patients at serial time-points during their disease history. We identified a transcriptional signature specific for post-transplantation relapses and highly enriched in immune-related processes, including T cell costimulation and antigen presentation. In two independent patient cohorts we confirmed the deregulation of multiple costimulatory ligands on AML blasts at post-transplantation relapse (PD-L1, B7-H3, CD80, PVRL2), mirrored by concomitant changes in circulating donor T cells. Likewise, we documented the frequent loss of surface expression of HLA-DR, -DQ and -DP on leukemia cells, due to downregulation of the HLA class II regulator CIITA. We show that loss of HLA class II expression and upregulation of inhibitory checkpoint molecules represent alternative modalities to abolish AML recognition from donor-derived T cells, and can be counteracted by interferon-γ or checkpoint blockade, respectively. Our results demonstrate that the deregulation of pathways involved in T cell-mediated allorecognition is a distinctive feature and driver of AML relapses after allo-HCT, which can be rapidly translated into personalized therapies.","Toffalori, Cristina;Zito, Laura;Gambacorta, Valentina;Riba, Michela;Oliveira, Giacomo;Bucci, Gabriele;Barcella, Matteo;Spinelli, Orietta;Greco, Raffaella;Crucitti, Lara;Cieri, Nicoletta;Noviello, Maddalena;Manfredi, Francesco;Montaldo, Elisa;Ostuni, Renato;Naldini, Matteo M;Gentner, Bernhard;Waterhouse, Miguel;Zeiser, Robert;Finke, Jurgen;Hanoun, Maher;Beelen, Dietrich W;Gojo, Ivana;Luznik, Leo;Onozawa, Masahiro;Teshima, Takanori;Devillier, Raynier;Blaise, Didier;Halkes, Constantijn J M;Griffioen, Marieke;Carrabba, Matteo G;Bernardi, Massimo;Peccatori, Jacopo;Barlassina, Cristina;Stupka, Elia;Lazarevic, Dejan;Tonon, Giovanni;Rambaldi, Alessandro;Cittaro, Davide;Bonini, Chiara;Fleischhauer, Katharina;Ciceri, Fabio;Vago, Luca"
30842679,2019,Nature medicine,"The microbiome, cancer, and cancer therapy.","With the advent of next-generation sequencing, we have an unprecedented ability to study tumor and host genomes as well as those of the vast array of microorganisms that exist within living organisms. Evidence now suggests that these microbes may confer susceptibility to certain cancers and may also influence response to therapeutics. A prime example of this is seen with immunotherapy, for which gut microbes have been implicated in influencing therapeutic responses in preclinical models and patient cohorts. However, these microbes may influence responses to other forms of therapy as well and may also affect treatment-associated toxicity. Based on these influences, there is growing interest in targeting these microbes in the treatment of cancer and other diseases. Yet complexities exist, and a deeper understanding of host-microbiome interactions is critical to realization of the full potential of such approaches. These concepts and the means through which such findings may be translated into the clinic will be discussed herein.","Helmink, Beth A;Khan, M A Wadud;Hermann, Amanda;Gopalakrishnan, Vancheswaran;Wargo, Jennifer A"
30842677,2019,Nature medicine,Genomic correlates of response to immune checkpoint blockade.,"Despite impressive durable responses, immune checkpoint inhibitors do not provide a long-term benefit to the majority of patients with cancer. Understanding genomic correlates of response and resistance to checkpoint blockade may enhance benefits for patients with cancer by elucidating biomarkers for patient stratification and resistance mechanisms for therapeutic targeting. Here we review emerging genomic markers of checkpoint blockade response, including those related to neoantigens, antigen presentation, DNA repair, and oncogenic pathways. Compelling evidence also points to a role for T cell functionality, checkpoint regulators, chromatin modifiers, and copy-number alterations in mediating selective response to immune checkpoint blockade. Ultimately, efforts to contextualize genomic correlates of response into the larger understanding of tumor immune biology will build a foundation for the development of novel biomarkers and therapies to overcome resistance to checkpoint blockade.","Keenan, Tanya E;Burke, Kelly P;Van Allen, Eliezer M"
30842676,2019,Nature medicine,Targeting epigenetic modifications in cancer therapy: erasing the roadmap to cancer.,"Epigenetic dysregulation is a common feature of most cancers, often occurring directly through alteration of epigenetic machinery. Over the last several years, a new generation of drugs directed at epigenetic modulators have entered clinical development, and results from these trials are now being disclosed. Unlike first-generation epigenetic therapies, these new agents are selective, and many are targeted to proteins which are mutated or translocated in cancer. This review will provide a summary of the epigenetic modulatory agents currently in clinical development and discuss the opportunities and challenges in their development. As these drugs advance in the clinic, drug discovery has continued with a focus on both novel and existing epigenetic targets. We will provide an overview of these efforts and the strategies being employed.","Mohammad, Helai P;Barbash, Olena;Creasy, Caretha L"
30842674,2019,Nature medicine,Developmental origins and emerging therapeutic opportunities for childhood cancer.,"Cancer is the leading disease-related cause of death in children in developed countries. Arising in the context of actively growing tissues, childhood cancers are fundamentally diseases of dysregulated development. Childhood cancers exhibit a lower overall mutational burden than adult cancers, and recent sequencing studies have revealed that the genomic events central to childhood oncogenesis include mutations resulting in broad epigenetic changes or translocations that result in fusion oncoproteins. Here, we will review the developmental origins of childhood cancers, epigenetic dysregulation in tissue stem/precursor cells in numerous examples of childhood cancer oncogenesis and emerging therapeutic opportunities aimed at both cell-intrinsic and microenvironmental targets together with new insights into the mechanisms underlying long-term sequelae of childhood cancer therapy.","Filbin, Mariella;Monje, Michelle"
30833752,2019,Nature medicine,Combination of ERK and autophagy inhibition as a treatment approach for pancreatic cancer.,"Pancreatic ductal adenocarcinoma (PDAC) is characterized by KRAS- and autophagy-dependent tumorigenic growth, but the role of KRAS in supporting autophagy has not been established. We show that, to our surprise, suppression of KRAS increased autophagic flux, as did pharmacological inhibition of its effector ERK MAPK. Furthermore, we demonstrate that either KRAS suppression or ERK inhibition decreased both glycolytic and mitochondrial functions. We speculated that ERK inhibition might thus enhance PDAC dependence on autophagy, in part by impairing other KRAS- or ERK-driven metabolic processes. Accordingly, we found that the autophagy inhibitor chloroquine and genetic or pharmacologic inhibition of specific autophagy regulators synergistically enhanced the ability of ERK inhibitors to mediate antitumor activity in KRAS-driven PDAC. We conclude that combinations of pharmacologic inhibitors that concurrently block both ERK MAPK and autophagic processes that are upregulated in response to ERK inhibition may be effective treatments for PDAC.","Bryant, Kirsten L;Stalnecker, Clint A;Zeitouni, Daniel;Klomp, Jennifer E;Peng, Sen;Tikunov, Andrey P;Gunda, Venugopal;Pierobon, Mariaelena;Waters, Andrew M;George, Samuel D;Tomar, Garima;Papke, Björn;Hobbs, G Aaron;Yan, Liang;Hayes, Tikvah K;Diehl, J Nathaniel;Goode, Gennifer D;Chaika, Nina V;Wang, Yingxue;Zhang, Guo-Fang;Witkiewicz, Agnieszka K;Knudsen, Erik S;Petricoin, Emanuel F;Singh, Pankaj K;Macdonald, Jeffrey M;Tran, Nhan L;Lyssiotis, Costas A;Ying, Haoqiang;Kimmelman, Alec C;Cox, Adrienne D;Der, Channing J"
30833751,2019,Nature medicine,Glutaminyl cyclase is an enzymatic modifier of the CD47- SIRPα axis and a target for cancer immunotherapy.,Cancer cells can evade immune surveillance through the expression of inhibitory ligands that bind their cognate receptors on immune effector cells. Expression of programmed death ligand 1 in tumor microenvironments is a major immune checkpoint for tumor-specific T cell responses as it binds to programmed cell death protein-1 on activated and dysfunctional T cells,"Logtenberg, Meike E W;Jansen, J H Marco;Raaben, Matthijs;Toebes, Mireille;Franke, Katka;Brandsma, Arianne M;Matlung, Hanke L;Fauster, Astrid;Gomez-Eerland, Raquel;Bakker, Noor A M;van der Schot, Simone;Marijt, Koen A;Verdoes, Martijn;Haanen, John B A G;van den Berg, Joost H;Neefjes, Jacques;van den Berg, Timo K;Brummelkamp, Thijn R;Leusen, Jeanette H W;Scheeren, Ferenc A;Schumacher, Ton N"
